work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salary_in_gbp,job_title_grouped,employee_residence_grouped,company_location_grouped
2023,SE,FT,Data Analyst,180180,USD,180180,US,0,US,M,133333.2,Data Analyst,US,US
2023,SE,FT,Data Analyst,106020,USD,106020,US,0,US,M,78454.8,Data Analyst,US,US
2023,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M,100640.0,Data Scientist,US,US
2023,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M,76960.0,Data Scientist,US,US
2023,SE,FT,Data Analyst,125000,USD,125000,US,0,US,M,92500.0,Data Analyst,US,US
2023,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M,81400.0,Data Analyst,US,US
2023,SE,FT,Machine Learning Engineer,153400,USD,153400,US,0,US,M,113516.0,Machine Learning Engineer,US,US
2023,SE,FT,Machine Learning Engineer,122700,USD,122700,US,0,US,M,90798.0,Machine Learning Engineer,US,US
2023,EX,FT,Data Engineer,310000,USD,310000,US,100,US,M,229400.0,Data Engineer,US,US
2023,EX,FT,Data Engineer,239000,USD,239000,US,100,US,M,176860.0,Data Engineer,US,US
2023,SE,FT,Data Analyst,152380,USD,152380,US,0,US,M,112761.2,Data Analyst,US,US
2023,SE,FT,Data Analyst,121904,USD,121904,US,0,US,M,90208.95999999999,Data Analyst,US,US
2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,137566.0,Data Scientist,US,US
2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,95682.0,Data Scientist,US,US
2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M,183150.0,Machine Learning Engineer,US,US
2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M,127428.0,Machine Learning Engineer,US,US
2023,SE,FT,Data Architect,168400,USD,168400,US,0,US,M,124616.0,Data Architect,US,US
2023,SE,FT,Data Architect,105200,USD,105200,US,0,US,M,77848.0,Data Architect,US,US
2023,SE,FT,Machine Learning Engineer,128280,USD,128280,US,0,US,M,94927.2,Machine Learning Engineer,US,US
2023,SE,FT,Machine Learning Engineer,106900,USD,106900,US,0,US,M,79106.0,Machine Learning Engineer,US,US
2022,SE,FT,Lead Data Scientist,192000,USD,192000,US,100,US,L,142080.0,Other,US,US
2023,MI,FT,Data Engineer,140000,USD,140000,US,0,US,M,103600.0,Data Engineer,US,US
2023,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M,74000.0,Data Engineer,US,US
2023,SE,FT,Research Engineer,100000,EUR,107309,DE,100,DE,S,79408.66,Research Engineer,DE,DE
2023,SE,FT,Research Engineer,80000,EUR,85847,DE,100,DE,S,63526.78,Research Engineer,DE,DE
2023,SE,FT,Machine Learning Engineer,275000,USD,275000,DE,0,DE,M,203500.0,Machine Learning Engineer,DE,DE
2023,SE,FT,Machine Learning Engineer,174000,USD,174000,DE,0,DE,M,128760.0,Machine Learning Engineer,DE,DE
2023,SE,FT,Data Engineer,139500,USD,139500,US,0,US,M,103230.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,109400,USD,109400,US,0,US,M,80956.0,Data Engineer,US,US
2023,SE,FT,Machine Learning Engineer,139500,USD,139500,US,0,US,M,103230.0,Machine Learning Engineer,US,US
2023,SE,FT,Machine Learning Engineer,109400,USD,109400,US,0,US,M,80956.0,Machine Learning Engineer,US,US
2023,SE,FT,Data Analyst,170500,USD,170500,US,100,US,M,126170.0,Data Analyst,US,US
2023,SE,FT,Data Analyst,85000,USD,85000,US,100,US,M,62900.0,Data Analyst,US,US
2023,SE,FT,Data Manager,60027,GBP,72946,GB,0,GB,M,53980.04,Other,GB,GB
2023,SE,FT,Data Manager,44737,GBP,54365,GB,0,GB,M,40230.1,Other,GB,GB
2023,EX,FT,Head of Data Science,131899,GBP,160288,GB,0,GB,M,118613.12,Other,GB,GB
2023,EX,FT,Head of Data Science,104891,GBP,127467,GB,0,GB,M,94325.58,Other,GB,GB
2023,SE,FT,Data Engineer,80000,USD,80000,US,0,US,M,59200.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,65000,USD,65000,US,0,US,M,48100.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,124740,USD,124740,US,0,US,M,92307.6,Data Engineer,US,US
2023,SE,FT,Data Engineer,65488,USD,65488,US,0,US,M,48461.12,Data Engineer,US,US
2023,SE,FT,Data Quality Analyst,72200,USD,72200,US,0,US,M,53428.0,Other,US,US
2023,SE,FT,Data Quality Analyst,64980,USD,64980,US,0,US,M,48085.2,Other,US,US
2023,SE,FT,Data Engineer,153600,USD,153600,US,0,US,M,113664.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,106800,USD,106800,US,0,US,M,79032.0,Data Engineer,US,US
2023,SE,FT,Data Analyst,179975,USD,179975,US,100,US,M,133181.5,Data Analyst,US,US
2023,SE,FT,Data Analyst,86466,USD,86466,US,100,US,M,63984.84,Data Analyst,US,US
2023,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,88800.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,90000,USD,90000,US,0,US,M,66600.0,Data Engineer,US,US
2023,MI,FT,Insight Analyst,42000,GBP,51039,GB,0,GB,M,37768.86,Other,GB,GB
2023,MI,FT,Insight Analyst,35000,GBP,42533,GB,0,GB,M,31474.42,Other,GB,GB
2023,SE,FT,Data Scientist,149076,USD,149076,US,0,US,M,110316.24,Data Scientist,US,US
2023,SE,FT,Data Scientist,82365,USD,82365,US,0,US,M,60950.1,Data Scientist,US,US
2023,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M,125060.0,Data Analyst,US,US
2023,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M,81844.0,Data Analyst,US,US
2023,SE,FT,Data Science Manager,175000,USD,175000,US,0,US,M,129500.0,Data Science Manager,US,US
2023,SE,FT,Data Science Manager,120000,USD,120000,US,0,US,M,88800.0,Data Science Manager,US,US
2023,SE,FT,Data Analyst,230000,USD,230000,US,0,US,M,170200.0,Data Analyst,US,US
2023,SE,FT,Data Analyst,180000,USD,180000,US,0,US,M,133200.0,Data Analyst,US,US
2023,SE,FT,Data Analyst,153600,USD,153600,US,0,US,M,113664.0,Data Analyst,US,US
2023,SE,FT,Data Analyst,106800,USD,106800,US,0,US,M,79032.0,Data Analyst,US,US
2023,SE,FT,Data Manager,140000,USD,140000,US,0,US,M,103600.0,Other,US,US
2023,SE,FT,Data Manager,120000,USD,120000,US,0,US,M,88800.0,Other,US,US
2023,SE,FT,Machine Learning Infrastructure Engineer,205920,USD,205920,US,0,US,M,152380.8,Other,US,US
2023,SE,FT,Machine Learning Infrastructure Engineer,171600,USD,171600,US,0,US,M,126984.0,Other,US,US
2023,SE,FT,Data Analyst,165000,USD,165000,US,100,US,M,122100.0,Data Analyst,US,US
2023,SE,FT,Data Analyst,125000,USD,125000,US,100,US,M,92500.0,Data Analyst,US,US
2023,SE,FT,Data Engineer,265000,USD,265000,US,0,US,M,196100.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,185000,USD,185000,US,0,US,M,136900.0,Data Engineer,US,US
2023,MI,FT,Applied Machine Learning Engineer,130000,USD,130000,US,0,US,M,96200.0,Other,US,US
2022,EN,FT,Data Scientist,168000,USD,168000,US,100,US,M,124320.0,Data Scientist,US,US
2023,MI,FT,AI Scientist,36000,EUR,38631,ES,50,ES,L,28586.94,Other,ES,ES
2023,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M,70300.0,Data Analyst,US,US
2023,SE,FT,Data Analyst,85500,USD,85500,US,0,US,M,63270.0,Data Analyst,US,US
2023,SE,FT,Data Scientist,147100,USD,147100,US,0,US,M,108854.0,Data Scientist,US,US
2023,SE,FT,Data Scientist,90700,USD,90700,US,0,US,M,67118.0,Data Scientist,US,US
2023,SE,FT,Data Engineer,167580,USD,167580,US,0,US,M,124009.2,Data Engineer,US,US
2023,SE,FT,Data Engineer,87980,USD,87980,US,0,US,M,65105.2,Data Engineer,US,US
2023,SE,FT,Data Engineer,202000,USD,202000,US,100,US,M,149480.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M,99900.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,163800,USD,163800,US,0,US,M,121212.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,126000,USD,126000,US,0,US,M,93240.0,Data Engineer,US,US
2023,SE,FT,Machine Learning Engineer,163800,USD,163800,US,0,US,M,121212.0,Machine Learning Engineer,US,US
2023,SE,FT,Machine Learning Engineer,126000,USD,126000,US,0,US,M,93240.0,Machine Learning Engineer,US,US
2023,SE,FT,Data Engineer,104000,USD,104000,US,100,US,M,76960.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,65000,USD,65000,US,100,US,M,48100.0,Data Engineer,US,US
2023,SE,FT,Research Engineer,230000,USD,230000,US,0,US,M,170200.0,Research Engineer,US,US
2023,SE,FT,Research Engineer,148000,USD,148000,US,0,US,M,109520.0,Research Engineer,US,US
2023,SE,FT,Machine Learning Engineer,269000,USD,269000,CA,100,CA,M,199060.0,Machine Learning Engineer,CA,CA
2023,SE,FT,Machine Learning Engineer,158000,USD,158000,CA,100,CA,M,116920.0,Machine Learning Engineer,CA,CA
2023,SE,FT,Analytics Engineer,197000,USD,197000,US,0,US,M,145780.0,Analytics Engineer,US,US
2023,SE,FT,Analytics Engineer,106000,USD,106000,US,0,US,M,78440.0,Analytics Engineer,US,US
2023,MI,FT,Deep Learning Engineer,150000,USD,150000,US,100,US,M,111000.0,Other,US,US
2023,MI,FT,Deep Learning Engineer,100000,USD,100000,US,100,US,M,74000.0,Other,US,US
2023,SE,FT,Data Engineer,290000,USD,290000,US,100,US,M,214600.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,210000,USD,210000,US,100,US,M,155400.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,192000,USD,192000,US,0,US,M,142080.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,172800,USD,172800,US,0,US,M,127872.0,Data Engineer,US,US
2023,SE,FT,Data Scientist,300240,USD,300240,US,0,US,M,222177.6,Data Scientist,US,US
2023,SE,FT,Data Scientist,200160,USD,200160,US,0,US,M,148118.4,Data Scientist,US,US
2023,SE,FT,Data Scientist,300240,USD,300240,US,0,US,M,222177.6,Data Scientist,US,US
2023,SE,FT,Data Scientist,200160,USD,200160,US,0,US,M,148118.4,Data Scientist,US,US
2023,SE,FT,Analytics Engineer,175000,USD,175000,US,0,US,M,129500.0,Analytics Engineer,US,US
2023,SE,FT,Analytics Engineer,140000,USD,140000,US,0,US,M,103600.0,Analytics Engineer,US,US
2023,SE,FT,Data Manager,169000,USD,169000,US,0,US,M,125060.0,Other,US,US
2023,SE,FT,Data Manager,100000,USD,100000,US,0,US,M,74000.0,Other,US,US
2023,SE,FT,Data Scientist,370000,USD,370000,US,0,US,M,273800.0,Data Scientist,US,US
2023,SE,FT,Data Scientist,245000,USD,245000,US,0,US,M,181300.0,Data Scientist,US,US
2023,MI,FT,Data Engineer,95000,GBP,115447,GB,100,GB,L,85430.78,Data Engineer,GB,GB
2023,SE,FT,Data Analyst,110000,USD,110000,US,100,US,S,81400.0,Data Analyst,US,US
2023,SE,FT,Data Analyst,80000,USD,80000,US,100,US,S,59200.0,Data Analyst,US,US
2023,EN,FT,Data Analyst,55000,USD,55000,US,0,US,M,40700.0,Data Analyst,US,US
2023,EN,FT,Data Analyst,48000,USD,48000,US,0,US,M,35520.0,Data Analyst,US,US
2023,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M,70300.0,Data Analyst,US,US
2023,SE,FT,Data Analyst,85000,USD,85000,US,0,US,M,62900.0,Data Analyst,US,US
2023,SE,FT,Data Engineer,137500,USD,137500,US,100,US,M,101750.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,81500,USD,81500,US,100,US,M,60310.0,Data Engineer,US,US
2023,SE,FT,Machine Learning Engineer,323300,USD,323300,US,0,US,M,239242.0,Machine Learning Engineer,US,US
2023,SE,FT,Machine Learning Engineer,184700,USD,184700,US,0,US,M,136678.0,Machine Learning Engineer,US,US
2021,MI,FT,AI Scientist,30000,USD,30000,GH,0,GH,S,22200.0,Other,Other,Other
2023,SE,FT,Machine Learning Engineer,186000,USD,186000,US,100,US,M,137640.0,Machine Learning Engineer,US,US
2023,SE,FT,Machine Learning Engineer,153088,USD,153088,US,100,US,M,113285.12,Machine Learning Engineer,US,US
2023,MI,FT,Data Infrastructure Engineer,190000,USD,190000,US,100,US,M,140600.0,Other,US,US
2023,MI,FT,Data Infrastructure Engineer,160000,USD,160000,US,100,US,M,118400.0,Other,US,US
2023,SE,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,M,148000.0,Machine Learning Engineer,US,US
2023,SE,FT,Machine Learning Engineer,150000,USD,150000,US,100,US,M,111000.0,Machine Learning Engineer,US,US
2023,MI,FT,Data Infrastructure Engineer,190000,USD,190000,US,0,US,M,140600.0,Other,US,US
2023,MI,FT,Data Infrastructure Engineer,183310,USD,183310,US,0,US,M,135649.4,Other,US,US
2023,SE,FT,Machine Learning Engineer,240000,USD,240000,US,100,US,M,177600.0,Machine Learning Engineer,US,US
2023,SE,FT,Machine Learning Engineer,180000,USD,180000,US,100,US,M,133200.0,Machine Learning Engineer,US,US
2023,SE,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,M,148000.0,Machine Learning Engineer,US,US
2023,SE,FT,Machine Learning Engineer,150000,USD,150000,US,100,US,M,111000.0,Machine Learning Engineer,US,US
2023,SE,FT,Data Science Manager,299500,USD,299500,US,0,US,M,221630.0,Data Science Manager,US,US
2023,SE,FT,Data Science Manager,245100,USD,245100,US,0,US,M,181374.0,Data Science Manager,US,US
2023,SE,FT,Data Engineer,144000,USD,144000,US,100,US,M,106560.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,66000,USD,66000,US,100,US,M,48840.0,Data Engineer,US,US
2023,MI,FT,Machine Learning Engineer,148500,USD,148500,US,0,US,M,109890.0,Machine Learning Engineer,US,US
2023,MI,FT,Machine Learning Engineer,126277,USD,126277,US,0,US,M,93444.98,Machine Learning Engineer,US,US
2023,SE,FT,Data Architect,228000,USD,228000,US,0,US,M,168720.0,Data Architect,US,US
2023,SE,FT,Data Architect,120000,USD,120000,US,0,US,M,88800.0,Data Architect,US,US
2023,SE,FT,Machine Learning Software Engineer,180000,USD,180000,US,0,US,M,133200.0,Other,US,US
2023,SE,FT,Machine Learning Software Engineer,90000,USD,90000,US,0,US,M,66600.0,Other,US,US
2023,SE,FT,Data Scientist,126500,USD,126500,US,0,US,M,93610.0,Data Scientist,US,US
2023,SE,FT,Data Scientist,78000,USD,78000,US,0,US,M,57720.0,Data Scientist,US,US
2023,SE,FT,Data Engineer,180000,USD,180000,US,0,US,M,133200.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M,118400.0,Data Engineer,US,US
2023,SE,FT,Machine Learning Software Engineer,272000,USD,272000,US,0,US,M,201280.0,Other,US,US
2023,SE,FT,Machine Learning Software Engineer,170000,USD,170000,US,0,US,M,125800.0,Other,US,US
2023,MI,FT,Data Analyst,80000,USD,80000,US,0,US,M,59200.0,Data Analyst,US,US
2023,MI,FT,Data Analyst,60000,USD,60000,US,0,US,M,44400.0,Data Analyst,US,US
2023,SE,FT,Data Engineer,259000,USD,259000,US,100,US,M,191660.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,146000,USD,146000,US,100,US,M,108040.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M,148000.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M,118400.0,Data Engineer,US,US
2023,EX,FT,Data Engineer,310000,USD,310000,US,100,US,M,229400.0,Data Engineer,US,US
2023,EX,FT,Data Engineer,239000,USD,239000,US,100,US,M,176860.0,Data Engineer,US,US
2023,SE,FT,Data Analyst,142000,USD,142000,US,100,US,M,105080.0,Data Analyst,US,US
2023,SE,FT,Data Analyst,95000,USD,95000,US,100,US,M,70300.0,Data Analyst,US,US
2023,SE,FT,Data Scientist,155000,USD,155000,US,0,US,M,114700.0,Data Scientist,US,US
2023,SE,FT,Data Scientist,139500,USD,139500,US,0,US,M,103230.0,Data Scientist,US,US
2023,MI,FT,Data Engineer,140000,USD,140000,US,100,US,M,103600.0,Data Engineer,US,US
2023,MI,FT,Data Engineer,120000,USD,120000,US,100,US,M,88800.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,259000,USD,259000,US,100,US,M,191660.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,146000,USD,146000,US,100,US,M,108040.0,Data Engineer,US,US
2023,MI,FT,Data Analyst,90000,GBP,109371,HR,0,HR,M,80934.54,Data Analyst,Other,Other
2023,MI,FT,Data Analyst,60000,GBP,72914,HR,0,HR,M,53956.36,Data Analyst,Other,Other
2023,EN,PT,Data Analyst,78000,PLN,17779,PL,100,IN,L,13156.46,Data Analyst,Other,IN
2023,EN,FT,Data Scientist,101400,BRL,19522,BR,100,BR,L,14446.28,Data Scientist,BR,BR
2023,SE,FT,Data Science Lead,247500,USD,247500,US,0,US,M,183150.0,Other,US,US
2023,SE,FT,Data Science Lead,172200,USD,172200,US,0,US,M,127428.0,Other,US,US
2023,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M,166500.0,Data Scientist,US,US
2023,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M,115736.0,Data Scientist,US,US
2023,SE,FT,Data Engineer,139500,USD,139500,US,0,US,M,103230.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,109400,USD,109400,US,0,US,M,80956.0,Data Engineer,US,US
2023,MI,FT,Data Engineer,125000,USD,125000,US,0,US,M,92500.0,Data Engineer,US,US
2023,MI,FT,Data Engineer,90000,USD,90000,US,0,US,M,66600.0,Data Engineer,US,US
2023,SE,FT,Machine Learning Infrastructure Engineer,100000,EUR,107309,FR,100,FR,M,79408.66,Other,FR,FR
2023,SE,FT,Machine Learning Infrastructure Engineer,70000,EUR,75116,FR,100,FR,M,55585.84,Other,FR,FR
2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,137566.0,Data Scientist,US,US
2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,95682.0,Data Scientist,US,US
2023,SE,FT,Machine Learning Engineer,139500,USD,139500,US,0,US,M,103230.0,Machine Learning Engineer,US,US
2023,SE,FT,Machine Learning Engineer,109400,USD,109400,US,0,US,M,80956.0,Machine Learning Engineer,US,US
2023,SE,FT,Data Analyst,120000,USD,120000,US,100,US,M,88800.0,Data Analyst,US,US
2023,SE,FT,Data Analyst,75000,USD,75000,US,100,US,M,55500.0,Data Analyst,US,US
2023,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M,125060.0,Data Analyst,US,US
2023,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M,81844.0,Data Analyst,US,US
2023,SE,FT,Machine Learning Engineer,288000,USD,288000,US,100,US,M,213120.0,Machine Learning Engineer,US,US
2023,SE,FT,Machine Learning Engineer,140000,USD,140000,US,100,US,M,103600.0,Machine Learning Engineer,US,US
2023,SE,FT,Machine Learning Engineer,288000,USD,288000,US,100,US,M,213120.0,Machine Learning Engineer,US,US
2023,SE,FT,Machine Learning Engineer,140000,USD,140000,US,100,US,M,103600.0,Machine Learning Engineer,US,US
2023,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M,88800.0,Data Engineer,US,US
2023,MI,FT,Data Engineer,90000,USD,90000,US,0,US,M,66600.0,Data Engineer,US,US
2023,MI,FT,Data Science Lead,60000,GBP,72914,GB,0,GB,M,53956.36,Other,GB,GB
2023,MI,FT,Data Science Lead,50000,GBP,60761,GB,0,GB,M,44963.14,Other,GB,GB
2023,SE,FT,Data Scientist,215050,USD,215050,US,100,US,M,159137.0,Data Scientist,US,US
2023,SE,FT,Data Scientist,156400,USD,156400,US,100,US,M,115736.0,Data Scientist,US,US
2023,SE,FT,Data Architect,198000,USD,198000,US,100,US,M,146520.0,Data Architect,US,US
2023,SE,FT,Data Architect,114000,USD,114000,US,100,US,M,84360.0,Data Architect,US,US
2023,EN,FT,Data Analyst,75000,USD,75000,US,100,US,M,55500.0,Data Analyst,US,US
2023,EN,FT,Data Analyst,60000,USD,60000,US,100,US,M,44400.0,Data Analyst,US,US
2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,151330.0,Machine Learning Engineer,US,US
2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,105228.0,Machine Learning Engineer,US,US
2023,SE,FT,Data Scientist,209300,USD,209300,US,100,US,M,154882.0,Data Scientist,US,US
2023,SE,FT,Data Scientist,182200,USD,182200,US,100,US,M,134828.0,Data Scientist,US,US
2023,SE,FT,Data Manager,140000,USD,140000,US,0,US,M,103600.0,Other,US,US
2023,SE,FT,Data Manager,120000,USD,120000,US,0,US,M,88800.0,Other,US,US
2022,EN,FT,Data Scientist,85000,USD,85000,US,0,US,M,62900.0,Data Scientist,US,US
2023,MI,FT,Machine Learning Engineer,40000,GBP,48609,GB,100,GB,M,35970.659999999996,Machine Learning Engineer,GB,GB
2023,EN,FT,Research Engineer,120000,USD,120000,GB,100,GB,M,88800.0,Research Engineer,GB,GB
2023,EN,FT,Research Engineer,60000,USD,60000,GB,100,GB,M,44400.0,Research Engineer,GB,GB
2023,SE,FT,Machine Learning Engineer,147100,USD,147100,US,0,US,M,108854.0,Machine Learning Engineer,US,US
2023,SE,FT,Machine Learning Engineer,90700,USD,90700,US,0,US,M,67118.0,Machine Learning Engineer,US,US
2023,SE,FT,Data Engineer,230000,USD,230000,US,0,US,M,170200.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M,125800.0,Data Engineer,US,US
2023,SE,FT,Data Analyst,227000,USD,227000,US,0,US,M,167980.0,Data Analyst,US,US
2023,SE,FT,Data Analyst,108000,USD,108000,US,0,US,M,79920.0,Data Analyst,US,US
2023,SE,FT,Data Engineer,180000,USD,180000,US,100,US,M,133200.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,118400.0,Data Engineer,US,US
2023,SE,FT,Data Architect,180000,USD,180000,US,100,US,M,133200.0,Data Architect,US,US
2023,SE,FT,Data Architect,160000,USD,160000,US,100,US,M,118400.0,Data Architect,US,US
2023,SE,FT,Data Engineer,180000,USD,180000,US,0,US,M,133200.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M,96200.0,Data Engineer,US,US
2023,SE,FT,Data Analyst,52000,EUR,55800,ES,100,ES,M,41292.0,Data Analyst,ES,ES
2023,SE,FT,Data Analyst,48000,EUR,51508,ES,100,ES,M,38115.92,Data Analyst,ES,ES
2023,EN,FT,Data Analyst,60000,USD,60000,US,100,US,L,44400.0,Data Analyst,US,US
2023,EN,FT,Data Analyst,50000,USD,50000,KW,50,US,L,37000.0,Data Analyst,Other,US
2023,SE,FT,Data Engineer,226700,USD,226700,US,0,US,M,167758.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,133300,USD,133300,US,0,US,M,98642.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M,186480.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M,95460.0,Data Engineer,US,US
2023,SE,FT,Big Data Architect,124999,GBP,151902,GB,100,GB,L,112407.48,Other,GB,GB
2023,EN,FT,Data Scientist,800000,INR,9727,IN,0,IN,L,7197.98,Data Scientist,IN,IN
2023,SE,FT,Data Analyst,80000,USD,80000,US,0,US,M,59200.0,Data Analyst,US,US
2023,SE,FT,Data Analyst,52500,USD,52500,US,0,US,M,38850.0,Data Analyst,US,US
2023,SE,FT,Data Engineer,250000,USD,250000,US,100,US,M,185000.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,162500,USD,162500,US,100,US,M,120250.0,Data Engineer,US,US
2023,EN,FT,Data Analyst,85000,USD,85000,US,100,US,M,62900.0,Data Analyst,US,US
2023,EN,FT,Data Analyst,75000,USD,75000,US,100,US,M,55500.0,Data Analyst,US,US
2023,SE,FT,Data Analyst,153600,USD,153600,US,0,US,M,113664.0,Data Analyst,US,US
2023,SE,FT,Data Analyst,106800,USD,106800,US,0,US,M,79032.0,Data Analyst,US,US
2023,MI,FT,Data Analyst,165000,USD,165000,US,0,US,M,122100.0,Data Analyst,US,US
2023,MI,FT,Data Analyst,124000,USD,124000,US,0,US,M,91760.0,Data Analyst,US,US
2023,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M,85791.16,Data Analyst,US,US
2023,SE,FT,Data Analyst,81666,USD,81666,US,100,US,M,60432.84,Data Analyst,US,US
2023,SE,FT,Data Engineer,167580,USD,167580,US,0,US,M,124009.2,Data Engineer,US,US
2023,SE,FT,Data Engineer,87980,USD,87980,US,0,US,M,65105.2,Data Engineer,US,US
2023,SE,FT,Data Engineer,250000,USD,250000,US,100,US,M,185000.0,Data Engineer,US,US
2023,SE,FT,Data Engineer,63000,USD,63000,US,100,US,M,46620.0,Data Engineer,US,US
2023,SE,FT,Research Scientist,253750,USD,253750,ES,0,ES,M,187775.0,Research Scientist,ES,ES
2023,SE,FT,Research Scientist,169200,USD,169200,ES,0,ES,M,125208.0,Research Scientist,ES,ES
2023,SE,FT,Research Scientist,253750,USD,253750,ES,0,ES,M,187775.0,Research Scientist,ES,ES
2023,SE,FT,Research Scientist,169200,USD,169200,ES,0,ES,M,125208.0,Research Scientist,ES,ES
2023,MI,FT,Data Scientist,170000,USD,170000,US,0,US,M,125800.0,Data Scientist,US,US
2023,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M,88800.0,Data Scientist,US,US
2023,SE,FT,Data Engineer,124740,USD,124740,US,0,US,M,92307.6,Data Engineer,US,US
2023,SE,FT,Data Engineer,65488,USD,65488,US,0,US,M,48461.12,Data Engineer,US,US
2023,SE,FT,Data Engineer,213580,USD,213580,US,100,US,M,158049.2,Data Engineer,US,US
2023,SE,FT,Data Engineer,163625,USD,163625,US,100,US,M,121082.5,Data Engineer,US,US
2023,EN,FT,Data Engineer,12000,USD,12000,VN,0,VN,L,8880.0,Data Engineer,Other,Other
2022,SE,FT,Machine Learning Software Engineer,375000,USD,375000,US,100,US,M,277500.0,Other,US,US
2023,SE,FT,Data Engineer,95000,EUR,101943,IE,100,IE,M,75437.81999999999,Data Engineer,Other,Other
2023,MI,FT,Product Data Analyst,1350000,INR,16414,IN,100,IN,L,12146.36,Other,IN,IN
2023,SE,FT,Machine Learning Engineer,220000,USD,220000,US,0,US,M,162800.0,Machine Learning Engineer,US,US
2023,SE,FT,Machine Learning Engineer,170000,USD,170000,US,0,US,M,125800.0,Machine Learning Engineer,US,US
2023,EX,FT,Data Engineer,235000,USD,235000,US,0,US,M,173900.0,Data Engineer,US,US
2023,EX,FT,Data Engineer,210000,USD,210000,US,0,US,M,155400.0,Data Engineer,US,US
2023,SE,FT,Data Architect,180000,USD,180000,US,100,US,M,133200.0,Data Architect,US,US
2023,SE,FT,Data Architect,115000,USD,115000,US,100,US,M,85100.0,Data Architect,US,US
2023,SE,FT,Data Architect,200000,USD,200000,US,100,US,M,148000.0,Data Architect,US,US
2023,SE,FT,Data Architect,115000,USD,115000,US,100,US,M,85100.0,Data Architect,US,US
2023,SE,FT,Data Science Manager,231250,USD,231250,US,100,US,M,171125.0,Data Science Manager,US,US
2023,SE,FT,Data Science Manager,138750,USD,138750,US,100,US,M,102675.0,Data Science Manager,US,US
2023,SE,FT,Machine Learning Engineer,284310,USD,284310,US,0,US,M,210389.4,Machine Learning Engineer,US,US
2023,SE,FT,Machine Learning Engineer,153090,USD,153090,US,0,US,M,113286.6,Machine Learning Engineer,US,US
